y_true,y_pred,y_pred2
0.0,0.1873064860701561,0.3333333333333333
1.0,0.7435758233070373,1.0
0.0,0.20672536492347718,0.5
0.0,0.20785504058003426,0.3333333333333333
0.0,0.18894014358520508,0.3333333333333333
0.0,0.22255063205957412,0.3333333333333333
0.0,0.18596679270267485,0.3333333333333333
0.0,0.01643462721258402,0.3333333333333333
0.0,0.08000478073954582,0.3333333333333333
0.0,0.5696548402309418,0.8333333333333334
0.0,0.15245710611343383,0.5
0.0,0.03302486063912511,0.3333333333333333
0.0,0.057345107477158305,0.3333333333333333
0.0,0.05981823019683361,0.3333333333333333
1.0,0.8850583434104919,1.0
1.0,0.75908864736557,1.0
0.0,0.11058718338608742,0.3333333333333333
0.0,0.5134290218353271,0.5
0.0,0.055409161001443864,0.3333333333333333
1.0,0.18456808030605315,0.5
1.0,0.3800919622182846,0.6666666666666666
0.0,0.13595883958041668,0.3333333333333333
0.0,0.3118143558502197,0.6666666666666666
0.0,0.037440874706953765,0.3333333333333333
0.0,0.1293998122215271,0.3333333333333333
1.0,0.13924585580825805,0.3333333333333333
0.0,0.05305941216647625,0.3333333333333333
0.0,0.12536440268158913,0.3333333333333333
0.0,0.05191705133765936,0.3333333333333333
0.0,0.04601365402340889,0.3333333333333333
0.0,0.04690619930624962,0.3333333333333333
0.0,0.014886145398486405,0.3333333333333333
0.0,0.05977825671434402,0.3333333333333333
0.0,0.06546878917142748,0.3333333333333333
0.0,0.02660354427061975,0.3333333333333333
0.0,0.10123972613364458,0.3333333333333333
1.0,0.6177929282188416,1.0
1.0,0.3862554669380188,0.5
0.0,0.10397099032998085,0.3333333333333333
0.0,0.04836696963757277,0.3333333333333333
1.0,0.8932270765304565,1.0
0.0,0.20178181082010269,0.3333333333333333
0.0,0.16615972220897673,0.3333333333333333
0.0,0.23526172041893006,0.3333333333333333
1.0,0.08829695135354995,0.3333333333333333
1.0,0.11097280383110046,0.3333333333333333
0.0,0.0592299098148942,0.3333333333333333
0.0,0.06083811819553375,0.3333333333333333
0.0,0.12164755389094353,0.3333333333333333
0.0,0.13027588725090028,0.3333333333333333
0.0,0.10086159370839598,0.3333333333333333
1.0,0.8160978317260742,1.0
0.0,0.18850741535425186,0.3333333333333333
0.0,0.2827382981777191,0.5
0.0,0.2553161054849625,0.5
0.0,0.10922983065247535,0.3333333333333333
1.0,0.13210202176123859,0.3333333333333333
1.0,0.29917573630809785,0.3333333333333333
0.0,0.11497661396861077,0.3333333333333333
0.0,0.1635681703686714,0.3333333333333333
1.0,0.37957904785871505,1.0
1.0,0.218164886534214,0.5
0.0,0.06250866195186973,0.3333333333333333
0.0,0.13252203464508056,0.3333333333333333
0.0,0.09759293235838414,0.3333333333333333
0.0,0.12229362949728965,0.3333333333333333
0.0,0.10850651524960994,0.3333333333333333
1.0,0.836294436454773,1.0
0.0,0.1182221956551075,0.3333333333333333
0.0,0.17581664323806762,0.3333333333333333
0.0,0.07894804030656814,0.3333333333333333
0.0,0.0302244815742597,0.3333333333333333
0.0,0.06226061573252082,0.3333333333333333
0.0,0.19087302088737487,0.3333333333333333
1.0,0.3229426771402359,0.3333333333333333
0.0,0.055752384336665274,0.3333333333333333
0.0,0.07972168363630772,0.3333333333333333
1.0,0.7067934751510621,1.0
0.0,0.03565554386004806,0.3333333333333333
0.0,0.08061748258769512,0.3333333333333333
0.0,0.1727925643324852,0.3333333333333333
0.0,0.21173301488161086,0.3333333333333333
0.0,0.13692382499575614,0.3333333333333333
0.0,0.04670781195163727,0.3333333333333333
0.0,0.1352167896926403,0.3333333333333333
0.0,0.1427285373210907,0.3333333333333333
0.0,0.20479501485824586,0.3333333333333333
0.0,0.1516546867787838,0.3333333333333333
0.0,0.04489507293328643,0.3333333333333333
0.0,0.03599481082055718,0.3333333333333333
0.0,0.07274128794670105,0.3333333333333333
0.0,0.18468833565711976,0.5
0.0,0.04999339822679758,0.3333333333333333
0.0,0.030710293306037785,0.3333333333333333
0.0,0.22367734760046004,0.8333333333333334
0.0,0.10404868386685848,0.3333333333333333
0.0,0.08904976565390825,0.3333333333333333
0.0,0.07159164734184742,0.3333333333333333
0.0,0.14240507483482362,0.3333333333333333
0.0,0.07310881335288286,0.3333333333333333
0.0,0.023784729279577733,0.3333333333333333
1.0,0.6556393444538117,1.0
0.0,0.08388768299482763,0.3333333333333333
1.0,0.43386303782463076,0.8333333333333334
0.0,0.11229221932590008,0.3333333333333333
1.0,0.542521184682846,1.0
1.0,0.1855051875114441,1.0
0.0,0.1382775016129017,0.5
0.0,0.03396141871344298,0.3333333333333333
0.0,0.27480946481227875,0.3333333333333333
0.0,0.13251740634441375,0.5
0.0,0.04636265728622675,0.3333333333333333
0.0,0.12989372164011,0.3333333333333333
0.0,0.16411905810236932,0.5
0.0,0.10826283022761345,0.3333333333333333
0.0,0.019437856297008692,0.3333333333333333
0.0,0.023774265451356767,0.3333333333333333
0.0,0.04673046637326479,0.3333333333333333
0.0,0.3711110711097717,0.3333333333333333
0.0,0.02297660559415817,0.3333333333333333
0.0,0.07312867883592844,0.3333333333333333
0.0,0.07969533205032349,0.3333333333333333
0.0,0.17978108078241348,0.6666666666666666
0.0,0.23155577331781388,0.5
0.0,0.1482811938971281,0.3333333333333333
0.0,0.16220536231994628,0.3333333333333333
0.0,0.14776549935340882,0.3333333333333333
0.0,0.25486922860145567,0.6666666666666666
0.0,0.13571234941482543,0.3333333333333333
0.0,0.288806876540184,0.3333333333333333
0.0,0.11705283336341381,0.3333333333333333
0.0,0.08891561347991228,0.3333333333333333
0.0,0.12138149533420801,0.3333333333333333
0.0,0.05995228514075279,0.3333333333333333
0.0,0.017903259210288524,0.3333333333333333
0.0,0.4679858207702637,0.3333333333333333
0.0,0.1358094707131386,0.3333333333333333
0.0,0.06433747448027134,0.3333333333333333
1.0,0.140903726965189,0.3333333333333333
0.0,0.06570607516914606,0.3333333333333333
0.0,0.3101378470659256,0.3333333333333333
0.0,0.13774903491139412,0.3333333333333333
0.0,0.08120072111487389,0.3333333333333333
0.0,0.04096089079976082,0.3333333333333333
0.0,0.16051079258322715,0.3333333333333333
0.0,0.10262510441243648,0.3333333333333333
0.0,0.23029097616672517,0.3333333333333333
0.0,0.16207286790013314,0.3333333333333333
0.0,0.20046643763780594,0.3333333333333333
0.0,0.062046974524855615,0.3333333333333333
0.0,0.10538130961358547,0.3333333333333333
0.0,0.20083325654268264,0.5
0.0,0.2111736223101616,0.3333333333333333
1.0,0.3263022243976593,0.6666666666666666
1.0,0.1815810516476631,0.3333333333333333
1.0,0.22317605465650558,0.3333333333333333
0.0,0.015689733577892183,0.3333333333333333
0.0,0.16196789145469664,0.3333333333333333
1.0,0.5734906613826751,0.3333333333333333
0.0,0.06593392081558705,0.3333333333333333
0.0,0.19044926166534423,0.6666666666666666
1.0,0.7155100584030152,0.8333333333333334
0.0,0.2558605894446373,0.3333333333333333
1.0,0.8285520672798157,1.0
0.0,0.11364947110414506,0.3333333333333333
0.0,0.7150927066802979,0.6666666666666666
0.0,0.29622722864151,0.5
1.0,0.2704109877347946,0.3333333333333333
0.0,0.22349712550640105,0.5
1.0,0.6864241123199463,0.8333333333333334
0.0,0.025156736327335238,0.3333333333333333
0.0,0.08889406190719455,0.3333333333333333
0.0,0.09713750928640366,0.3333333333333333
0.0,0.1070066262036562,0.3333333333333333
0.0,0.253207303583622,0.6666666666666666
1.0,0.42644794583320617,0.3333333333333333
